Source,Target,SourceWord,TargetWord,R,N,Weight,Label
450,2240,наблизитися,мета,3,207,69.0,3 / 207
333,2240,здобувати,мета,2,214,107.0,2 / 214
447,2240,наближати,мета,2,211,105.5,2 / 211
565,2240,покликання,мета,2,199,99.5,2 / 199
656,2240,самостійність,мета,2,204,102.0,2 / 204
720,2240,спромагатися,мета,2,215,107.5,2 / 215
724,2240,ставати,мета,2,212,106.0,2 / 212
4,2240,бажаний,мета,1,202,202.0,1 / 202
6,2240,бажано,мета,1,205,205.0,1 / 205
13,2240,бачення,мета,1,201,201.0,1 / 201
25,2240,бідніти,мета,1,202,202.0,1 / 202
58,2240,важливий,мета,1,203,203.0,1 / 203
85,2240,вибір,мета,1,203,203.0,1 / 203
87,2240,вибрати,мета,1,203,203.0,1 / 203
92,2240,вимога,мета,1,210,210.0,1 / 210
102,2240,віддалятися,мета,1,202,202.0,1 / 202
171,2240,головне,мета,1,204,204.0,1 / 204
257,2240,життя,мета,1,212,212.0,1 / 212
335,2240,здобуток,мета,1,203,203.0,1 / 203
339,2240,зірка,мета,1,217,217.0,1 / 217
346,2240,змогти,мета,1,202,202.0,1 / 202
375,2240,йти,мета,1,216,216.0,1 / 216
467,2240,недарма,мета,1,205,205.0,1 / 205
491,2240,обов’язково,мета,1,202,202.0,1 / 202
492,2240,обов’язок,мета,1,214,214.0,1 / 214
517,2240,перемагати,мета,1,214,214.0,1 / 214
519,2240,перемогти,мета,1,419,419.0,1 / 419
564,2240,поклик,мета,1,198,198.0,1 / 198
603,2240,почуття,мета,1,212,212.0,1 / 212
670,2240,свобода,мета,1,209,209.0,1 / 209
732,2240,стати,мета,1,202,202.0,1 / 202
739,2240,стриманість,мета,1,207,207.0,1 / 207
766,2240,терпіння,мета,1,201,201.0,1 / 201
789,2240,усвідомити,мета,1,200,200.0,1 / 200
805,2240,хотітися,мета,1,211,211.0,1 / 211
808,2240,цікавитися,мета,1,214,214.0,1 / 214
832,2240,щастя,мета,1,212,212.0,1 / 212
56,2241,важкий,метал,14,213,15.214285714285714,14 / 213
95,2241,витриманий,метал,1,202,202.0,1 / 202
395,2241,ладен,метал,1,217,217.0,1 / 217
448,2241,наближатися,метал,1,211,211.0,1 / 211
654,2241,рудий,метал,1,212,212.0,1 / 212
768,2241,терплячий,метал,1,213,213.0,1 / 213
481,2242,нічний,метелик,8,212,26.5,8 / 212
445,2242,мріяти,метелик,1,213,213.0,1 / 213
710,2243,спільнота,ми,4,199,49.75,4 / 199
443,2243,молодь,ми,3,204,68.0,3 / 204
106,2243,відмовляти,ми,1,203,203.0,1 / 203
189,2243,громада,ми,1,200,200.0,1 / 200
287,2243,заробіток,ми,1,203,203.0,1 / 203
320,2243,звільнити,ми,1,203,203.0,1 / 203
407,2243,людяний,ми,1,220,220.0,1 / 220
411,2243,майбутнє,ми,1,221,221.0,1 / 221
709,2243,спільність,ми,1,209,209.0,1 / 209
156,2244,гадка,мила,1,201,201.0,1 / 201
180,2244,господарка,мила,1,202,202.0,1 / 202
215,2244,дівчина,мила,1,201,201.0,1 / 201
241,2244,душа,мила,1,223,223.0,1 / 223
387,2244,коханий,мила,1,210,210.0,1 / 210
403,2244,любий,мила,1,218,218.0,1 / 218
414,2244,мати2,мила,1,216,216.0,1 / 216
471,2244,незручність,мила,1,201,201.0,1 / 201
488,2244,обличчя,мила,1,221,221.0,1 / 221
646,2244,розмова,мила,1,211,211.0,1 / 211
403,2245,любий,милий,9,218,24.22222222222222,9 / 218
387,2245,коханий,милий,5,210,42.0,5 / 210
4,2245,бажаний,милий,2,202,101.0,2 / 202
214,2245,дитячий,милий,2,202,101.0,2 / 202
637,2245,рідний,милий,2,211,105.5,2 / 211
221,2245,добрий,милий,1,201,201.0,1 / 201
407,2245,людяний,милий,1,220,220.0,1 / 220
614,2245,приємний,милий,1,212,212.0,1 / 212
673,2245,сердечний,милий,1,212,212.0,1 / 212
706,2245,співучий,милий,1,213,213.0,1 / 213
711,2245,спогад,милий,1,207,207.0,1 / 207
777,2245,тужити,милий,1,215,215.0,1 / 215
778,2245,тужливий,милий,1,212,212.0,1 / 212
784,2245,уважний,милий,1,213,213.0,1 / 213
229,2246,допомога,милосердя,2,201,100.5,2 / 201
408,2246,людяність,милосердя,2,217,108.5,2 / 217
557,2246,пожаліти,милосердя,2,201,100.5,2 / 201
222,2246,добро,милосердя,1,200,200.0,1 / 200
230,2246,допомогти,милосердя,1,207,207.0,1 / 207
573,2246,поміч,милосердя,1,209,209.0,1 / 209
575,2246,помогти,милосердя,1,202,202.0,1 / 202
711,416,спогад,минуле,41,207,5.048780487804878,41 / 207
327,416,згадувати,минуле,40,214,5.35,40 / 214
325,416,згадати,минуле,25,206,8.24,25 / 206
153,416,вчора,минуле,13,203,15.615384615384617,13 / 203
244,416,жалкувати,минуле,13,217,16.692307692307693,13 / 217
326,416,згадка,минуле,10,202,20.2,10 / 202
411,416,майбутнє,минуле,10,221,22.1,10 / 221
213,416,дитинство,минуле,9,218,24.22222222222222,9 / 218
266,416,забувати,минуле,9,220,24.444444444444443,9 / 220
509,416,пам’ятати,минуле,5,212,42.4,5 / 212
154,416,вчорашній,минуле,4,200,50.0,4 / 200
269,416,забутися,минуле,3,199,66.33333333333333,3 / 199
415,416,минати,минуле,3,211,70.33333333333333,3 / 211
510,416,пам’ятка,минуле,3,212,70.66666666666667,3 / 212
245,416,жаль,минуле,2,202,101.0,2 / 202
270,416,забуття,минуле,2,201,100.5,2 / 201
418,416,минути,минуле,2,201,100.5,2 / 201
545,416,повір’я,минуле,2,212,106.0,2 / 212
557,416,пожаліти,минуле,2,201,100.5,2 / 201
558,416,пожалкувати,минуле,2,200,100.0,2 / 200
725,416,ставатися,минуле,2,202,101.0,2 / 202
743,416,сум,минуле,2,209,104.5,2 / 209
69,416,вгадати,минуле,1,205,205.0,1 / 205
186,416,грішити,минуле,1,200,200.0,1 / 200
219,416,діятися,минуле,1,211,211.0,1 / 211
243,416,жаліти,минуле,1,198,198.0,1 / 198
267,416,забуватися,минуле,1,217,217.0,1 / 217
268,416,забути,минуле,1,204,204.0,1 / 204
291,416,затужити,минуле,1,208,208.0,1 / 208
317,416,звично,минуле,1,203,203.0,1 / 203
384,416,козак,минуле,1,227,227.0,1 / 227
399,416,лихо,минуле,1,205,205.0,1 / 205
417,416,минулий,минуле,1,212,212.0,1 / 212
477,416,неприємність,минуле,1,213,213.0,1 / 213
483,416,новина,минуле,1,217,217.0,1 / 217
549,416,погостювати,минуле,1,200,200.0,1 / 200
552,416,подіятися,минуле,1,201,201.0,1 / 201
616,416,прожити,минуле,1,202,202.0,1 / 202
636,416,рід,минуле,1,211,211.0,1 / 211
733,416,статися,минуле,1,199,199.0,1 / 199
746,416,сумувати,минуле,1,213,213.0,1 / 213
770,416,товариш,минуле,1,200,200.0,1 / 200
776,416,туга,минуле,1,211,211.0,1 / 211
795,416,хвилювати,минуле,1,213,213.0,1 / 213
811,416,час,минуле,1,212,212.0,1 / 212
154,417,вчорашній,минулий,16,200,12.5,16 / 200
412,417,майбутній,минулий,3,211,70.33333333333333,3 / 211
415,417,минати,минулий,2,211,105.5,2 / 211
196,417,далекий,минулий,1,199,199.0,1 / 199
711,417,спогад,минулий,1,207,207.0,1 / 207
326,2247,згадка,минулого,2,202,101.0,2 / 202
510,2247,пам’ятка,минулого,2,212,106.0,2 / 212
711,2247,спогад,минулого,2,207,103.5,2 / 207
270,2247,забуття,минулого,1,201,201.0,1 / 201
289,2247,засоромитися,минулого,1,200,200.0,1 / 200
512,2247,пам’ять,минулого,1,200,200.0,1 / 200
394,2248,лад,мир,6,203,33.833333333333336,6 / 203
396,2248,ладнати,мир,4,207,51.75,4 / 207
712,2248,спокій,мир,4,211,52.75,4 / 211
570,2248,помаранчевий,мир,3,228,76.0,3 / 228
171,2248,головне,мир,2,204,102.0,2 / 204
519,2248,перемогти,мир,2,419,209.5,2 / 419
832,2248,щастя,мир,2,212,106.0,2 / 212
131,2248,вовк,мир,1,207,207.0,1 / 207
136,2248,воля,мир,1,205,205.0,1 / 205
138,2248,ворогувати,мир,1,202,202.0,1 / 202
222,2248,добро,мир,1,200,200.0,1 / 200
235,2248,дружити,мир,1,200,200.0,1 / 200
249,2248,жах,мир,1,204,204.0,1 / 204
390,2248,країна,мир,1,203,203.0,1 / 203
406,2248,людина,мир,1,204,204.0,1 / 204
490,2248,обов’язковий,мир,1,209,209.0,1 / 209
497,2248,одружуватися,мир,1,213,213.0,1 / 213
518,2248,перемога,мир,1,216,216.0,1 / 216
605,2248,правда,мир,1,209,209.0,1 / 209
628,2248,радісний,мир,1,217,217.0,1 / 217
662,2248,світ,мир,1,210,210.0,1 / 210
670,2248,свобода,мир,1,209,209.0,1 / 209
682,2248,синява,мир,1,208,208.0,1 / 208
721,2248,спромогтися,мир,1,203,203.0,1 / 203
748,2248,сусідити,мир,1,203,203.0,1 / 203
771,2248,товаришувати,мир,1,213,213.0,1 / 213
138,2249,ворогувати,миритися,3,202,67.33333333333333,3 / 202
396,2249,ладнати,миритися,3,207,69.0,3 / 207
748,2249,сусідити,миритися,1,203,203.0,1 / 203
239,419,думка,мислення,7,209,29.857142857142858,7 / 209
659,419,свідомість,мислення,5,209,41.8,5 / 209
791,419,уява,мислення,5,212,42.4,5 / 212
650,419,розум,мислення,3,211,70.33333333333333,3 / 211
421,419,міркування,мислення,2,201,100.5,2 / 201
13,419,бачення,мислення,1,201,201.0,1 / 201
119,419,вільно,мислення,1,205,205.0,1 / 205
156,419,гадка,мислення,1,201,201.0,1 / 201
238,419,думати,мислення,1,199,199.0,1 / 199
362,419,зрозуміти,мислення,1,201,201.0,1 / 201
426,419,мова,мислення,1,221,221.0,1 / 221
430,419,мовчання,мислення,1,201,201.0,1 / 201
524,419,питання,мислення,1,215,215.0,1 / 215
528,419,пізнання,мислення,1,214,214.0,1 / 214
545,419,повір’я,мислення,1,212,212.0,1 / 212
556,419,подумати,мислення,1,202,202.0,1 / 202
571,419,помислити,мислення,1,200,200.0,1 / 200
651,419,розуміти,мислення,1,213,213.0,1 / 213
238,420,думати,мислити,7,199,28.428571428571427,7 / 199
422,420,міркувати,мислити,6,215,35.833333333333336,6 / 215
653,420,розумно,мислити,6,201,33.5,6 / 201
660,420,свідомо,мислити,5,204,40.8,5 / 204
466,420,невірно,мислити,3,204,68.0,3 / 204
125,420,вірно,мислити,2,205,102.5,2 / 205
255,420,жити,мислити,2,212,106.0,2 / 212
155,420,гадати,мислити,1,203,203.0,1 / 203
209,420,дивно,мислити,1,202,202.0,1 / 202
220,420,добре,мислити,1,203,203.0,1 / 203
239,420,думка,мислити,1,209,209.0,1 / 209
371,420,їсти,мислити,1,213,213.0,1 / 213
432,420,мовчки,мислити,1,202,202.0,1 / 202
494,420,одружити,мислити,1,204,204.0,1 / 204
554,420,по-доброму,мислити,1,201,201.0,1 / 201
556,420,подумати,мислити,1,202,202.0,1 / 202
572,420,поміркувати,мислити,1,200,200.0,1 / 200
790,420,усвідомлювати,мислити,1,213,213.0,1 / 213
793,420,уявляти,мислити,1,213,213.0,1 / 213
824,420,чорно,мислити,1,202,202.0,1 / 202
257,2250,життя,мить,3,212,70.66666666666667,3 / 212
239,2250,думка,мить,2,209,104.5,2 / 209
755,2250,сьогодення,мить,2,211,105.5,2 / 211
797,2250,хвилюючий,мить,2,203,101.5,2 / 203
811,2250,час,мить,2,212,106.0,2 / 212
32,2250,блакить,мить,1,202,202.0,1 / 202
126,2250,вітер,мить,1,205,205.0,1 / 205
142,2250,вражаючий,мить,1,202,202.0,1 / 202
162,2250,глянути,мить,1,205,205.0,1 / 205
188,2250,грішно,мить,1,203,203.0,1 / 203
226,2250,доля,мить,1,199,199.0,1 / 199
449,2250,наблизити,мить,1,199,199.0,1 / 199
520,2250,переможець,мить,1,200,200.0,1 / 200
617,2250,пролунати,мить,1,201,201.0,1 / 201
734,2250,страх,мить,1,206,206.0,1 / 206
756,2250,сьогодні,мить,1,202,202.0,1 / 202
757,2250,сьогоднішній,мить,1,212,212.0,1 / 212
832,2250,щастя,мить,1,212,212.0,1 / 212
684,2251,сірий,миша,3,212,70.66666666666667,3 / 212
583,2251,посіріти,миша,2,202,101.0,2 / 202
242,2251,жаба,миша,1,203,203.0,1 / 203
305,2251,збідніти,миша,1,198,198.0,1 / 198
686,2251,сіріти,миша,1,211,211.0,1 / 211
734,2251,страх,миша,1,206,206.0,1 / 206
737,2251,страшно,миша,1,200,200.0,1 / 200
684,2252,сірий,мишка,2,212,106.0,2 / 212
363,2252,зручний,мишка,1,213,213.0,1 / 213
383,2252,кликати,мишка,1,213,213.0,1 / 213
422,2252,міркувати,мишка,1,215,215.0,1 / 215
583,2252,посіріти,мишка,1,202,202.0,1 / 202
685,2252,сірість,мишка,1,217,217.0,1 / 217
372,2253,їстися,між собою,2,214,107.0,2 / 214
396,2253,ладнати,між собою,2,207,103.5,2 / 207
138,2253,ворогувати,між собою,1,202,202.0,1 / 202
347,2253,знаний,між собою,1,212,212.0,1 / 212
647,2253,розмовляти,між собою,1,212,212.0,1 / 212
709,2253,спільність,між собою,1,209,209.0,1 / 209
661,2254,свій,мій,15,222,14.8,15 / 222
137,2254,ворог,мій,11,202,18.363636363636363,11 / 202
403,2254,любий,мій,9,218,24.22222222222222,9 / 218
12,2254,батько,мій,7,203,29.0,7 / 203
44,2254,брат,мій,7,204,29.142857142857142,7 / 204
85,2254,вибір,мій,5,203,40.6,5 / 203
216,2254,дім,мій,5,201,40.2,5 / 201
770,2254,товариш,мій,5,200,40.0,5 / 200
391,2254,край,мій,4,216,54.0,4 / 216
233,2254,друг,мій,3,201,67.0,3 / 201
387,2254,коханий,мій,3,210,70.0,3 / 210
459,2254,народ,мій,3,217,72.33333333333333,3 / 217
541,2254,побратим,мій,3,213,71.0,3 / 213
636,2254,рід,мій,3,211,70.33333333333333,3 / 211
637,2254,рідний,мій,3,211,70.33333333333333,3 / 211
819,2254,чоловік,мій,3,213,71.0,3 / 213
825,2254,чужий,мій,3,223,74.33333333333333,3 / 223
492,2254,обов’язок,мій,2,214,107.0,2 / 214
479,2254,ніс,мій,2,222,111.0,2 / 222
679,2254,син,мій,2,209,104.5,2 / 209
712,2254,спокій,мій,2,211,105.5,2 / 211
747,2254,сусід,мій,2,212,106.0,2 / 212
799,2254,хлопець,мій,2,221,110.5,2 / 221
19,2254,біг,мій,1,202,202.0,1 / 202
58,2254,важливий,мій,1,203,203.0,1 / 203
152,2254,вчинок,мій,1,201,201.0,1 / 201
163,2254,гнів,мій,1,201,201.0,1 / 201
174,2254,голос,мій,1,202,202.0,1 / 202
335,2254,здобуток,мій,1,203,203.0,1 / 203
337,2254,зеленіти,мій,1,215,215.0,1 / 215
379,2254,керівник,мій,1,205,205.0,1 / 205
456,2254,наказ,мій,1,213,213.0,1 / 213
523,2254,пес,мій,1,218,218.0,1 / 218
548,2254,погляд,мій,1,211,211.0,1 / 211
564,2254,поклик,мій,1,198,198.0,1 / 198
650,2254,розум,мій,1,211,211.0,1 / 211
662,2254,світ,мій,1,210,210.0,1 / 210
694,2254,сміх,мій,1,207,207.0,1 / 207
708,2254,спільний,мій,1,213,213.0,1 / 213
711,2254,спогад,мій,1,207,207.0,1 / 207
194,2255,гучний,мікрофон,2,218,109.0,2 / 218
175,2255,голосний,мікрофон,1,202,202.0,1 / 202
176,2255,голосно,мікрофон,1,205,205.0,1 / 205
195,2255,гучно,мікрофон,1,200,200.0,1 / 200
290,2255,заспівати,мікрофон,1,203,203.0,1 / 203
530,2255,пісня,мікрофон,1,219,219.0,1 / 219
705,2255,співати,мікрофон,1,214,214.0,1 / 214
38,2256,боягуз,міліція,1,204,204.0,1 / 204
137,2256,ворог,міліція,1,202,202.0,1 / 202
163,2256,гнів,міліція,1,201,201.0,1 / 201
223,2256,дозвіл,міліція,1,202,202.0,1 / 202
344,2256,злість,міліція,1,204,204.0,1 / 204
353,2256,зненавидіти,міліція,1,205,205.0,1 / 205
356,2256,зобов’язати,міліція,1,203,203.0,1 / 203
432,2256,мовчки,міліція,1,202,202.0,1 / 202
475,2256,ненависть,міліція,1,198,198.0,1 / 198
539,2256,побоюватися,міліція,1,414,414.0,1 / 414
591,2256,потерпілий,міліція,1,218,218.0,1 / 218
608,2256,працівник,міліція,1,213,213.0,1 / 213
783,2256,увага,міліція,1,208,208.0,1 / 208
787,2256,уряд,міліція,1,201,201.0,1 / 201
788,2256,урядовець,міліція,1,208,208.0,1 / 208
788,2257,урядовець,міністр,5,208,41.6,5 / 208
580,2257,посада,міністр,3,213,71.0,3 / 213
128,2257,владний,міністр,2,213,106.5,2 / 213
816,2257,чинний,міністр,2,210,105.0,2 / 210
53,2258,вага,міра,2,203,101.5,2 / 203
225,2258,дозволяти,міра,2,201,100.5,2 / 201
55,2258,важити,міра,1,213,213.0,1 / 213
421,2258,міркування,міра,1,201,201.0,1 / 201
758,2258,талан,міра,1,211,211.0,1 / 211
765,2258,терпець,міра,1,209,209.0,1 / 209
238,422,думати,міркувати,3,199,66.33333333333333,3 / 199
420,422,мислити,міркувати,3,213,71.0,3 / 213
445,422,мріяти,міркувати,3,213,71.0,3 / 213
155,422,гадати,міркувати,1,203,203.0,1 / 203
224,422,дозволити,міркувати,1,202,202.0,1 / 202
239,422,думка,міркувати,1,209,209.0,1 / 209
307,422,зважити,міркувати,1,202,202.0,1 / 202
556,422,подумати,міркувати,1,202,202.0,1 / 202
660,422,свідомо,міркувати,1,204,204.0,1 / 204
687,422,сказати,міркувати,1,205,205.0,1 / 205
740,422,стримано,міркувати,1,203,203.0,1 / 203
786,422,уважно,міркувати,1,203,203.0,1 / 203
451,2259,назва,міста,2,216,108.0,2 / 216
159,2259,газетяр,міста,1,211,211.0,1 / 211
170,2259,голова,міста,1,200,200.0,1 / 200
335,2259,здобуток,міста,1,203,203.0,1 / 203
391,2259,край,міста,1,216,216.0,1 / 216
542,2259,побувати,міста,1,203,203.0,1 / 203
712,2259,спокій,міста,1,211,211.0,1 / 211
672,423,село,місто,15,210,14.0,15 / 210
424,423,міський,місто,6,213,35.5,6 / 213
205,423,держава,місто,2,214,107.0,2 / 214
391,423,край,місто,2,216,108.0,2 / 216
451,423,назва,місто,2,216,108.0,2 / 216
481,423,нічний,місто,2,212,106.0,2 / 212
500,423,оселитися,місто,2,205,102.5,2 / 205
637,423,рідний,місто,2,211,105.5,2 / 211
26,423,бідно,місто,1,204,204.0,1 / 204
50,423,бувати,місто,1,202,202.0,1 / 202
79,423,вечірній,місто,1,200,200.0,1 / 200
145,423,вразити,місто,1,203,203.0,1 / 203
196,423,далекий,місто,1,199,199.0,1 / 199
197,423,далеко,місто,1,203,203.0,1 / 203
226,423,доля,місто,1,199,199.0,1 / 199
257,423,життя,місто,1,212,212.0,1 / 212
285,423,запитати,місто,1,199,199.0,1 / 199
309,423,звеселитися,місто,1,202,202.0,1 / 202
326,423,згадка,місто,1,202,202.0,1 / 202
397,423,ладний,місто,1,213,213.0,1 / 213
418,423,минути,місто,1,201,201.0,1 / 201
448,423,наближатися,місто,1,211,211.0,1 / 211
452,423,назвати,місто,1,205,205.0,1 / 205
459,423,народ,місто,1,217,217.0,1 / 217
508,423,очорнити,місто,1,202,202.0,1 / 202
539,423,побоюватися,місто,1,414,414.0,1 / 414
597,423,потурбуватися,місто,1,200,200.0,1 / 200
671,423,селитися,місто,1,209,209.0,1 / 209
755,423,сьогодення,місто,1,211,211.0,1 / 211
777,423,тужити,місто,1,215,215.0,1 / 215
802,423,хода,місто,1,193,193.0,1 / 193
825,423,чужий,місто,1,223,223.0,1 / 223
817,2260,чільний,місце,28,210,7.5,28 / 210
322,2260,звільняти,місце,11,212,19.272727272727277,11 / 212
320,2260,звільнити,місце,8,203,25.375,8 / 203
542,2260,побувати,місце,5,203,40.6,5 / 203
51,2260,бути,місце,2,213,106.5,2 / 213
87,2260,вибрати,місце,2,203,101.5,2 / 203
363,2260,зручний,місце,2,213,106.5,2 / 213
543,2260,побути,місце,2,198,99.0,2 / 198
8,2260,байдуже,місце,1,207,207.0,1 / 207
50,2260,бувати,місце,1,202,202.0,1 / 202
59,2260,важливість,місце,1,203,203.0,1 / 203
91,2260,вимагати,місце,1,202,202.0,1 / 202
242,2260,жаба,місце,1,203,203.0,1 / 203
310,2260,звикати,місце,1,213,213.0,1 / 213
390,2260,країна,місце,1,203,203.0,1 / 203
391,2260,край,місце,1,216,216.0,1 / 216
450,2260,наблизитися,місце,1,207,207.0,1 / 207
500,2260,оселитися,місце,1,205,205.0,1 / 205
507,2260,очолювати,місце,1,214,214.0,1 / 214
580,2260,посада,місце,1,213,213.0,1 / 213
623,2260,прямувати,місце,1,217,217.0,1 / 217
671,2260,селитися,місце,1,209,209.0,1 / 209
772,2260,тополя,місце,1,212,212.0,1 / 212
683,2261,сільський,місцевість,5,213,42.6,5 / 213
391,2261,край,місцевість,2,216,108.0,2 / 216
167,2261,говір,місцевість,1,199,199.0,1 / 199
527,2261,пізнавати,місцевість,1,213,213.0,1 / 213
672,2261,село,місцевість,1,210,210.0,1 / 210
683,424,сільський,міський,6,213,35.5,6 / 213
750,424,сучасний,міський,1,215,215.0,1 / 215
787,424,уряд,міський,1,201,201.0,1 / 201
788,424,урядовець,міський,1,208,208.0,1 / 208
401,425,луна,місяць,42,203,4.833333333333333,42 / 203
439,425,молодий,місяць,17,210,12.352941176470589,17 / 210
840,425,ясний,місяць,15,223,14.866666666666667,15 / 223
130,425,вночі,місяць,9,202,22.444444444444443,9 / 202
358,425,зорі,місяць,8,223,27.875,8 / 223
402,425,лунати,місяць,8,212,26.5,8 / 212
698,425,сонце,місяць,7,211,30.142857142857142,7 / 211
481,425,нічний,місяць,6,212,35.333333333333336,6 / 212
339,425,зірка,місяць,5,217,43.4,5 / 217
839,425,яскравий,місяць,5,217,43.4,5 / 217
78,425,вечір,місяць,4,211,52.75,4 / 211
79,425,вечірній,місяць,4,200,50.0,4 / 200
480,425,ніч,місяць,3,222,74.0,3 / 222
338,425,земля,місяць,2,206,103.0,2 / 206
464,425,небесний,місяць,2,214,107.0,2 / 214
617,425,пролунати,місяць,2,201,100.5,2 / 201
666,425,світитися,місяць,2,203,101.5,2 / 203
830,425,щасливий,місяць,2,212,106.0,2 / 212
44,425,брат,місяць,1,204,204.0,1 / 204
68,425,ввечері,місяць,1,206,206.0,1 / 206
80,425,вечоріти,місяць,1,200,200.0,1 / 200
202,425,денний,місяць,1,200,200.0,1 / 200
203,425,день,місяць,1,200,200.0,1 / 200
208,425,дивний,місяць,1,211,211.0,1 / 211
291,425,затужити,місяць,1,208,208.0,1 / 208
343,425,зліва,місяць,1,201,201.0,1 / 201
405,425,любов,місяць,1,206,206.0,1 / 206
415,425,минати,місяць,1,211,211.0,1 / 211
417,425,минулий,місяць,1,212,212.0,1 / 212
441,425,молодіти,місяць,1,211,211.0,1 / 211
546,425,поганий,місяць,1,213,213.0,1 / 213
549,425,погостювати,місяць,1,200,200.0,1 / 200
633,425,ранковий,місяць,1,214,214.0,1 / 214
665,425,світити,місяць,1,211,211.0,1 / 211
761,425,темний,місяць,1,212,212.0,1 / 212
763,425,темно,місяць,1,206,206.0,1 / 206
813,425,червоний,місяць,1,213,213.0,1 / 213
824,425,чорно,місяць,1,202,202.0,1 / 202
837,425,як,місяць,1,218,218.0,1 / 218
480,2262,ніч,місячна,9,222,24.666666666666668,9 / 222
189,2263,громада,мітинг,2,200,100.0,2 / 200
507,2263,очолювати,мітинг,2,214,107.0,2 / 214
88,2263,вигук,мітинг,1,212,212.0,1 / 212
194,2263,гучний,мітинг,1,218,218.0,1 / 218
460,2263,народний,мітинг,1,210,210.0,1 / 210
570,2263,помаранчевий,мітинг,1,228,228.0,1 / 228
617,2263,пролунати,мітинг,1,201,201.0,1 / 201
205,2264,держава,міцна,8,214,26.75,8 / 214
136,2264,воля,міцна,3,205,68.33333333333333,3 / 205
655,2264,рука,міцна,2,210,105.0,2 / 210
469,2264,незалежність,міцна,1,201,201.0,1 / 201
386,2265,коріння,міцне,7,205,29.285714285714285,7 / 205
555,2265,подружжя,міцне,3,203,67.66666666666667,3 / 203
181,2265,господарство,міцне,1,214,214.0,1 / 214
348,2265,знання,міцне,1,217,217.0,1 / 217
236,2266,дуб,міцний,7,202,28.857142857142858,7 / 202
382,2266,кінь,міцний,1,204,204.0,1 / 204
384,2266,козак,міцний,1,227,227.0,1 / 227
643,2266,родинний,міцний,1,214,214.0,1 / 214
650,2266,розум,міцний,1,211,211.0,1 / 211
765,2266,терпець,міцний,1,209,209.0,1 / 209
820,2266,чоловічий,міцний,1,213,213.0,1 / 213
236,2267,дуб,міцність,6,202,33.666666666666664,6 / 202
95,2267,витриманий,міцність,1,202,202.0,1 / 202
98,2267,витримка,міцність,1,203,203.0,1 / 203
136,2267,воля,міцність,1,205,205.0,1 / 205
386,2267,коріння,міцність,1,205,205.0,1 / 205
643,2267,родинний,міцність,1,214,214.0,1 / 214
817,2267,чільний,міцність,1,210,210.0,1 / 210
775,2268,триматися,міцно,5,213,42.6,5 / 213
235,2268,дружити,міцно,4,200,50.0,4 / 200
774,2268,тримати,міцно,4,213,53.25,4 / 213
83,2268,взятися,міцно,1,200,200.0,1 / 200
129,2268,владно,міцно,1,204,204.0,1 / 204
404,2268,любити,міцно,1,207,207.0,1 / 207
474,2268,ненавидіти,міцно,1,215,215.0,1 / 215
568,2268,полюбити,міцно,1,204,204.0,1 / 204
732,2268,стати,міцно,1,202,202.0,1 / 202
771,2268,товаришувати,міцно,1,213,213.0,1 / 213
236,2269,дуб,міць,9,202,22.444444444444443,9 / 202
98,2269,витримка,міць,2,203,101.5,2 / 203
127,2269,влада,міць,2,204,102.0,2 / 204
53,2269,вага,міць,1,203,203.0,1 / 203
129,2269,владно,міць,1,204,204.0,1 / 204
205,2269,держава,міць,1,214,214.0,1 / 214
386,2269,коріння,міць,1,205,205.0,1 / 205
461,2269,насмілитися,міць,1,204,204.0,1 / 204
642,2269,родина,міць,1,211,211.0,1 / 211
764,2269,темрява,міць,1,212,212.0,1 / 212
55,2270,важити,мішок,2,213,106.5,2 / 213
0,2270,багатий,мішок,1,213,213.0,1 / 213
25,2270,бідніти,мішок,1,202,202.0,1 / 202
27,2270,білий,мішок,1,213,213.0,1 / 213
53,2270,вага,мішок,1,203,203.0,1 / 203
56,2270,важкий,мішок,1,213,213.0,1 / 213
179,2270,господар,мішок,1,200,200.0,1 / 200
191,2270,гроші,мішок,1,202,202.0,1 / 202
305,2270,збідніти,мішок,1,198,198.0,1 / 198
708,2270,спільний,мішок,1,213,213.0,1 / 213
167,426,говір,мова,23,199,8.652173913043478,23 / 199
688,426,слово,мова,22,209,9.5,22 / 209
168,426,говірка,мова,16,211,13.1875,16 / 211
836,426,язик,мова,11,220,20.0,11 / 220
637,426,рідний,мова,8,211,26.375,8 / 211
169,426,говорити,мова,6,202,33.666666666666664,6 / 202
647,426,розмовляти,мова,6,212,35.333333333333336,6 / 212
707,426,співучо,мова,5,203,40.6,5 / 203
135,426,володіти,мова,4,201,50.25,4 / 201
174,426,голос,мова,4,202,50.5,4 / 202
428,426,мовний,мова,4,211,52.75,4 / 211
274,426,заговорити,мова,3,204,68.0,3 / 204
618,426,промова,мова,2,210,105.0,2 / 210
619,426,промовити,мова,2,200,100.0,2 / 200
620,426,промовляти,мова,2,213,106.5,2 / 213
3,426,багатство,мова,1,203,203.0,1 / 203
10,426,байдужість,мова,1,202,202.0,1 / 202
25,426,бідніти,мова,1,202,202.0,1 / 202
48,426,брехня,мова,1,202,202.0,1 / 202
88,426,вигук,мова,1,212,212.0,1 / 212
103,426,відмова,мова,1,203,203.0,1 / 203
176,426,голосно,мова,1,205,205.0,1 / 205
195,426,гучно,мова,1,200,200.0,1 / 200
