Id,Name,Label
1873,зроблене,зроблене РЕ [5 / 9]
1874,зроблено,зроблено РЕ [12 / 15]
1875,зроблю,зроблю РЕ [5 / 10]
1876,зуб,зуб РЕ [7 / 57]
1877,зуби,зуби РЕ [24 / 45]
1878,зупинитись,зупинитись РЕ [6 / 13]
1879,зупинитися,зупинитися РЕ [8 / 11]
1880,зупинка,зупинка РЕ [9 / 17]
1881,зупинятися,зупинятися РЕ [1 / 7]
1882,зусилля,зусилля РЕ [14 / 27]
1883,зустріти,зустріти РЕ [12 / 33]
1884,зустрітись,зустрітись РЕ [11 / 12]
1885,зустрітися,зустрітися РЕ [6 / 15]
1886,зустріч,зустріч РЕ [46 / 89]
1887,зустрічатись,зустрічатись РЕ [3 / 7]
1888,зустрічатися,зустрічатися РЕ [3 / 18]
1889,зустрічі,зустрічі РЕ [9 / 25]
1890,Іван,Іван РЕ [3 / 8]
1891,іго,іго РЕ [3 / 8]
1892,іграшка,іграшка РЕ [5 / 8]
1893,ігри,ігри РЕ [6 / 7]
1894,ідеал,ідеал РЕ [7 / 7]
1895,ідея,ідея РЕ [21 / 29]
1896,ідіот,ідіот РЕ [8 / 9]
1897,із задоволенням,із задоволенням РЕ [5 / 10]
1898,із собою,із собою РЕ [7 / 11]
1899,із сорому,із сорому РЕ [3 / 9]
1900,із сусідами,із сусідами РЕ [2 / 7]
1901,із сусідом,із сусідом РЕ [5 / 17]
1902,ілюзія,ілюзія РЕ [8 / 9]
1903,імена,імена РЕ [5 / 15]
1904,іменем,іменем РЕ [4 / 31]
1905,ім’ям,ім’ям РЕ [3 / 13]
1906,іній,іній РЕ [2 / 10]
1907,іноді,іноді РЕ [7 / 14]
1908,інстинкт,інстинкт РЕ [4 / 10]
1909,інститут,інститут РЕ [5 / 7]
1910,інструмент,інструмент РЕ [9 / 10]
1911,інтелект,інтелект РЕ [21 / 42]
1912,інтерес,інтерес РЕ [16 / 93]
1913,інтуїція,інтуїція РЕ [5 / 8]
1914,інфаркт,інфаркт РЕ [4 / 7]
1915,інформацією,інформацією РЕ [4 / 7]
1916,інформацію,інформацію РЕ [7 / 8]
1917,інформація,інформація РЕ [28 / 54]
1918,інший,інший РЕ [9 / 11]
1919,іншим,іншим РЕ [16 / 34]
1920,інших,інших РЕ [23 / 37]
1921,Ірак,Ірак РЕ [7 / 8]
1922,існування,існування РЕ [15 / 31]
1923,існувати,існувати РЕ [18 / 58]
1924,іспит,іспит РЕ [26 / 46]
1925,істина,істина РЕ [26 / 39]
1926,істину,істину РЕ [12 / 46]
1927,історія,історія РЕ [29 / 81]
1928,істота,істота РЕ [9 / 33]
1929,іти,іти РЕ [24 / 55]
1930,їда,їда РЕ [7 / 12]
1931,їжі,їжі РЕ [5 / 10]
1932,їжу,їжу РЕ [3 / 7]
1933,її,її РЕ [27 / 35]
1934,їх,їх РЕ [8 / 9]
1935,його,його РЕ [28 / 37]
1936,йому,йому РЕ [13 / 17]
1937,кабан,кабан РЕ [4 / 8]
1938,кава,кава РЕ [12 / 16]
1939,кажуть,кажуть РЕ [3 / 12]
1940,кажучи,кажучи РЕ [3 / 7]
1941,казка,казка РЕ [19 / 37]
1942,казку,казку РЕ [5 / 7]
1943,кайдани,кайдани РЕ [16 / 25]
1944,кайф,кайф РЕ [10 / 13]
1945,камінь,камінь РЕ [16 / 33]
1946,канал,канал РЕ [5 / 14]
1947,капелюх,капелюх РЕ [6 / 8]
1948,кара,кара РЕ [12 / 14]
1949,кар’єра,кар’єра РЕ [9 / 13]
1950,карі,карі РЕ [2 / 49]
1951,Карпати,Карпати РЕ [11 / 15]
1952,„Карпати”,„Карпати” РЕ [3 / 7]
1953,карта,карта РЕ [9 / 9]
1954,карти,карти РЕ [8 / 41]
1955,картина,картина РЕ [8 / 15]
1956,картину,картину РЕ [5 / 10]
1957,катастрофа,катастрофа РЕ [6 / 21]
1958,квартира,квартира РЕ [17 / 42]
1959,квиток,квиток РЕ [6 / 7]
1960,квіти,квіти РЕ [26 / 33]
1961,квітка,квітка РЕ [15 / 19]
1962,кермо,кермо РЕ [4 / 10]
1963,Київ,Київ РЕ [13 / 24]
1964,ким,ким РЕ [7 / 9]
1965,кимось,кимось РЕ [26 / 67]
1966,кимсь,кимсь РЕ [15 / 28]
1967,кинути,кинути РЕ [5 / 7]
1968,кирпатий,кирпатий РЕ [1 / 7]
1969,кілограм,кілограм РЕ [4 / 31]
1970,кілограми,кілограми РЕ [3 / 9]
1971,кількість,кількість РЕ [3 / 8]
1972,кімната,кімната РЕ [16 / 25]
1973,кімнату,кімнату РЕ [3 / 15]
1974,кінець,кінець РЕ [29 / 63]
1975,кіно,кіно РЕ [18 / 28]
1976,кіоск,кіоск РЕ [4 / 47]
1977,кіт,кіт РЕ [46 / 143]
1978,клас,клас РЕ [17 / 19]
1979,класна,класна РЕ [7 / 7]
1980,класний,класний РЕ [9 / 23]
1981,класно,класно РЕ [35 / 39]
1982,клен,клен РЕ [6 / 11]
1983,клич,клич РЕ [8 / 9]
1984,кличка,кличка РЕ [6 / 7]
1985,клопіт,клопіт РЕ [11 / 12]
1986,клоун,клоун РЕ [11 / 28]
1987,клуб,клуб РЕ [8 / 29]
1988,ключі,ключі РЕ [4 / 7]
1989,клятва,клятва РЕ [5 / 8]
1990,кмітливий,кмітливий РЕ [6 / 7]
1991,книга,книга РЕ [44 / 81]
1992,книги,книги РЕ [10 / 14]
1993,книгою,книгою РЕ [3 / 12]
1994,книгу,книгу РЕ [7 / 10]
1995,книжка,книжка РЕ [48 / 81]
1996,книжки,книжки РЕ [8 / 9]
1997,книжкою,книжкою РЕ [3 / 8]
1998,книжку,книжку РЕ [8 / 11]
1999,кобзар,кобзар РЕ [2 / 10]
2000,кобила,кобила РЕ [3 / 14]
2001,кого,кого РЕ [54 / 77]
2002,кого?,кого? РЕ [12 / 13]
2003,когось,когось РЕ [119 / 797]
2004,когут,когут РЕ [4 / 17]
2005,кожен,кожен РЕ [3 / 10]
2006,кожен день,кожен день РЕ [9 / 14]
2007,козаки,козаки РЕ [7 / 11]
2008,козел,козел РЕ [6 / 8]
2009,колгосп,колгосп РЕ [13 / 24]
2010,колега,колега РЕ [8 / 9]
2011,колектив,колектив РЕ [18 / 25]
2012,коли,коли РЕ [9 / 22]
2013,коли треба,коли треба РЕ [8 / 10]
2014,колись,колись РЕ [25 / 37]
2015,колишній,колишній РЕ [3 / 8]
2016,колір,колір РЕ [61 / 585]
2017,коло,коло РЕ [12 / 18]
2018,команда,команда РЕ [8 / 23]
2019,команду,команду РЕ [3 / 13]
2020,комедія,комедія РЕ [7 / 8]
2021,комітет,комітет РЕ [5 / 8]
2022,компанію,компанію РЕ [5 / 21]
2023,компанія,компанія РЕ [25 / 50]
2024,комплекс,комплекс РЕ [10 / 11]
2025,компроміс,компроміс РЕ [7 / 9]
2026,комп’ютер,комп’ютер РЕ [45 / 69]
2027,кому,кому РЕ [24 / 35]
2028,комунізм,комунізм РЕ [7 / 9]
2029,комуніст,комуніст РЕ [4 / 11]
2030,комусь,комусь РЕ [56 / 254]
2031,комфорт,комфорт РЕ [13 / 55]
2032,комфортний,комфортний РЕ [2 / 9]
2033,комфортно,комфортно РЕ [5 / 9]
2034,коні,коні РЕ [4 / 11]
2035,конспект,конспект РЕ [9 / 9]
2036,контакт,контакт РЕ [8 / 10]
2037,контроль,контроль РЕ [11 / 17]
2038,контрольна,контрольна РЕ [7 / 7]
2039,концерт,концерт РЕ [13 / 13]
2040,коньяк,коньяк РЕ [4 / 18]
2041,кора,кора РЕ [1 / 7]
2042,коридор,коридор РЕ [6 / 12]
2043,корисна,корисна РЕ [7 / 13]
2044,корисний,корисний РЕ [7 / 9]
2045,корисно,корисно РЕ [11 / 15]
2046,користування,користування РЕ [6 / 9]
2047,користь,користь РЕ [14 / 21]
2048,корінь,корінь РЕ [8 / 9]
2049,корова,корова РЕ [11 / 39]
2050,король,король РЕ [8 / 17]
2051,коротка,коротка РЕ [7 / 17]
2052,коротке,коротке РЕ [1 / 7]
2053,короткий,короткий РЕ [6 / 8]
2054,корупція,корупція РЕ [7 / 8]
2055,коса,коса РЕ [3 / 11]
2056,косметика,косметика РЕ [5 / 7]
2057,космос,космос РЕ [18 / 26]
2058,костюм,костюм РЕ [14 / 47]
2059,кота,кота РЕ [5 / 8]
2060,котик,котик РЕ [8 / 13]
2061,кохана,кохана РЕ [14 / 36]
2062,коханого,коханого РЕ [8 / 10]
2063,кошмар,кошмар РЕ [3 / 7]
2064,коштів,коштів РЕ [2 / 10]
2065,коштувати,коштувати РЕ [3 / 9]
2066,краєвид,краєвид РЕ [21 / 30]
2067,країни,країни РЕ [7 / 10]
2068,країну,країну РЕ [6 / 8]
2069,край неба,край неба РЕ [3 / 8]
2070,краса,краса РЕ [46 / 120]
2071,красива,красива РЕ [13 / 31]
2072,красиве,красиве РЕ [5 / 19]
2073,красивий,красивий РЕ [20 / 45]
2074,красиво,красиво РЕ [10 / 11]
2075,красти,красти РЕ [6 / 7]
2076,красуня,красуня РЕ [6 / 11]
2077,крах,крах РЕ [9 / 12]
2078,краще,краще РЕ [29 / 50]
2079,кращий,кращий РЕ [9 / 10]
2080,кращим,кращим РЕ [11 / 25]
2081,кращого,кращого РЕ [12 / 27]
2082,крем,крем РЕ [3 / 7]
2083,кривда,кривда РЕ [10 / 23]
2084,кривий,кривий РЕ [6 / 28]
2085,криво,криво РЕ [1 / 19]
2086,крик,крик РЕ [52 / 197]
2087,крикливий,крикливий РЕ [5 / 16]
2088,крикнути,крикнути РЕ [10 / 44]
2089,криниця,криниця РЕ [5 / 7]
2090,кричати,кричати РЕ [40 / 198]
2091,крісло,крісло РЕ [10 / 55]
2092,крок,крок РЕ [26 / 59]
2093,кроки,кроки РЕ [3 / 7]
2094,крокодил,крокодил РЕ [9 / 9]
2095,крос,крос РЕ [7 / 53]
2096,кросівки,кросівки РЕ [6 / 7]
2097,круг,круг РЕ [11 / 11]
2098,кругла,кругла РЕ [4 / 26]
2099,кругле,кругле РЕ [3 / 13]
2100,круглий,круглий РЕ [5 / 14]
2101,кругом,кругом РЕ [6 / 8]
2102,куди,куди РЕ [11 / 13]
2103,кудись,кудись РЕ [17 / 33]
2104,кулак,кулак РЕ [14 / 15]
2105,культура,культура РЕ [6 / 9]
2106,куля,куля РЕ [9 / 14]
2107,купити,купити РЕ [10 / 11]
2108,кури,кури РЕ [3 / 11]
2109,курити,курити РЕ [15 / 30]
2110,куріння,куріння РЕ [9 / 43]
2111,кут,кут РЕ [7 / 27]
2112,куток,куток РЕ [4 / 8]
2113,кухня,кухня РЕ [11 / 27]
2114,кучерява,кучерява РЕ [2 / 9]
2115,Кучма,Кучма РЕ [27 / 42]
2116,кущ,кущ РЕ [3 / 13]
2117,лагідний,лагідний РЕ [8 / 14]
2118,лагідно,лагідно РЕ [11 / 16]
2119,ламати,ламати РЕ [5 / 8]
2120,лампа,лампа РЕ [8 / 52]
2121,лампочка,лампочка РЕ [5 / 40]
2122,ланцюг,ланцюг РЕ [11 / 13]
2123,ласка,ласка РЕ [13 / 15]
2124,лебедина,лебедина РЕ [2 / 9]
2125,лебідь,лебідь РЕ [7 / 8]
2126,лев,лев РЕ [9 / 43]
2127,легенда,легенда РЕ [1 / 7]
2128,легка,легка РЕ [5 / 13]
2129,легкий,легкий РЕ [7 / 16]
2130,легкість,легкість РЕ [9 / 13]
2131,легко,легко РЕ [20 / 42]
2132,ледар,ледар РЕ [4 / 10]
2133,лежати,лежати РЕ [10 / 12]
2134,лектор,лектор РЕ [8 / 9]
2135,лекцію,лекцію РЕ [6 / 28]
2136,лекція,лекція РЕ [21 / 35]
2137,лелека,лелека РЕ [10 / 19]
2138,летить,летить РЕ [3 / 9]
2139,летіти,летіти РЕ [8 / 12]
2140,лимон,лимон РЕ [7 / 13]
2141,липа,липа РЕ [3 / 12]
2142,лис,лис РЕ [7 / 21]
2143,лисиця,лисиця РЕ [6 / 19]
2144,лист,лист РЕ [18 / 25]
2145,листок,листок РЕ [12 / 32]
2146,листя,листя РЕ [18 / 192]
2147,лиха,лиха РЕ [4 / 10]
2148,лице,лице РЕ [17 / 52]
2149,ліва,ліва РЕ [2 / 14]
2150,лідер,лідер РЕ [20 / 46]
2151,ліжко,ліжко РЕ [26 / 39]
2152,лікар,лікар РЕ [26 / 51]
2153,лікарня,лікарня РЕ [15 / 22]
2154,ліки,ліки РЕ [5 / 22]
2155,лінивий,лінивий РЕ [12 / 22]
2156,лінія,лінія РЕ [5 / 33]
2157,лінощі,лінощі РЕ [5 / 7]
2158,лінь,лінь РЕ [14 / 34]
2159,ліс,ліс РЕ [64 / 162]
2160,літає,літає РЕ [4 / 12]
2161,літак,літак РЕ [12 / 18]
2162,літати,літати РЕ [21 / 31]
2163,література,література РЕ [7 / 7]
2164,літо,літо РЕ [35 / 50]
2165,ліхтар,ліхтар РЕ [8 / 21]
2166,лоб,лоб РЕ [2 / 27]
2167,логіка,логіка РЕ [8 / 19]
2168,логічне,логічне РЕ [2 / 13]
2169,логічно,логічно РЕ [5 / 30]
2170,лопата,лопата РЕ [9 / 10]
2171,лотерея,лотерея РЕ [9 / 23]
2172,лох,лох РЕ [13 / 13]
2173,Львів,Львів РЕ [17 / 92]
2174,люблю,люблю РЕ [19 / 21]
2175,люблячий,люблячий РЕ [7 / 9]
2176,любові,любові РЕ [11 / 22]
2177,людей,людей РЕ [75 / 198]
2178,люди,люди РЕ [77 / 176]
2179,людини,людини РЕ [67 / 107]
2180,людині,людині РЕ [22 / 54]
2181,людиною,людиною РЕ [12 / 59]
2182,людину,людину РЕ [56 / 206]
2183,людство,людство РЕ [6 / 8]
2184,людська,людська РЕ [26 / 44]
2185,людське,людське РЕ [12 / 17]
2186,людський,людський РЕ [12 / 25]
2187,людьми,людьми РЕ [7 / 11]
2188,людям,людям РЕ [18 / 63]
2189,лютий,лютий РЕ [8 / 15]
2190,лють,лють РЕ [12 / 16]
2191,лякливий,лякливий РЕ [4 / 11]
2192,лячно,лячно РЕ [4 / 10]
2193,мабуть,мабуть РЕ [2 / 8]
2194,мавпа,мавпа РЕ [6 / 10]
2195,магазин,магазин РЕ [23 / 28]
2196,магнітофон,магнітофон РЕ [5 / 9]
2197,маєток,маєток РЕ [13 / 27]
2198,майданчик,майданчик РЕ [1 / 9]
2199,майно,майно РЕ [25 / 58]
2200,майном,майном РЕ [3 / 22]
2201,мала,мала РЕ [16 / 37]
2202,мале,мале РЕ [5 / 8]
2203,маленька,маленька РЕ [11 / 32]
2204,маленьке,маленьке РЕ [5 / 7]
2205,маленький,маленький РЕ [14 / 44]
2206,малий,малий РЕ [17 / 31]
2207,малина,малина РЕ [3 / 18]
2208,мало,мало РЕ [26 / 67]
2209,малювати,малювати РЕ [8 / 16]
2210,малюнок,малюнок РЕ [5 / 7]
2211,мама,мама РЕ [92 / 99]
2212,Мамай,Мамай РЕ [1 / 22]
2213,мами,мами РЕ [4 / 19]
2214,мамі,мамі РЕ [10 / 28]
2215,маму,маму РЕ [19 / 69]
2216,марніти,марніти РЕ [6 / 8]
2217,марно,марно РЕ [14 / 19]
2218,марш,марш РЕ [2 / 11]
2219,маршрут,маршрут РЕ [6 / 10]
2220,маршрутка,маршрутка РЕ [6 / 11]
2221,маса,маса РЕ [7 / 32]
2222,маска,маска РЕ [8 / 10]
2223,математика,математика РЕ [8 / 11]
2224,матері,матері РЕ [12 / 17]
2225,матеріал,матеріал РЕ [15 / 26]
2226,матеріально,матеріально РЕ [4 / 8]
2227,мати,мати РЕ [82 / 202]
2228,матір,матір РЕ [21 / 27]
2229,машина,машина РЕ [37 / 96]
2230,машиною,машиною РЕ [4 / 23]
2231,машину,машину РЕ [10 / 15]
2232,медаль,медаль РЕ [6 / 10]
2233,межа,межа РЕ [6 / 9]
2234,мелодійно,мелодійно РЕ [2 / 8]
2235,мелодія,мелодія РЕ [11 / 28]
2236,мене,мене РЕ [23 / 31]
2237,мені,мені РЕ [44 / 88]
2238,мер,мер РЕ [4 / 9]
2239,мертвий,мертвий РЕ [10 / 22]
2240,мета,мета РЕ [41 / 72]
2241,метал,метал РЕ [6 / 19]
2242,метелик,метелик РЕ [2 / 9]
2243,ми,ми РЕ [9 / 14]
2244,мила,мила РЕ [10 / 10]
2245,милий,милий РЕ [14 / 29]
2246,милосердя,милосердя РЕ [7 / 10]
2247,минулого,минулого РЕ [6 / 9]
2248,мир,мир РЕ [26 / 42]
2249,миритися,миритися РЕ [3 / 7]
2250,мить,мить РЕ [18 / 24]
2251,миша,миша РЕ [7 / 10]
2252,мишка,мишка РЕ [6 / 7]
2253,між собою,між собою РЕ [6 / 8]
2254,мій,мій РЕ [40 / 121]
2255,мікрофон,мікрофон РЕ [7 / 8]
2256,міліція,міліція РЕ [15 / 15]
2257,міністр,міністр РЕ [4 / 12]
2258,міра,міра РЕ [6 / 8]
2259,міста,міста РЕ [7 / 8]
2260,місце,місце РЕ [23 / 75]
2261,місцевість,місцевість РЕ [5 / 10]
2262,місячна,місячна РЕ [1 / 9]
2263,мітинг,мітинг РЕ [7 / 9]
2264,міцна,міцна РЕ [4 / 14]
2265,міцне,міцне РЕ [4 / 12]
2266,міцний,міцний РЕ [7 / 13]
2267,міцність,міцність РЕ [7 / 12]
2268,міцно,міцно РЕ [10 / 20]
2269,міць,міць РЕ [10 / 20]
2270,мішок,мішок РЕ [10 / 11]
2271,мовлення,мовлення РЕ [6 / 7]
2272,мовою,мовою РЕ [7 / 17]
2273,мову,мову РЕ [11 / 19]
2274,могутній,могутній РЕ [5 / 8]
2275,могутність,могутність РЕ [6 / 7]
2276,мода,мода РЕ [8 / 11]
2277,модерн,модерн РЕ [3 / 7]
2278,модний,модний РЕ [1 / 11]
2279,моє,моє РЕ [25 / 59]
2280,може,може РЕ [8 / 14]
2281,можливості,можливості РЕ [8 / 10]
2282,можу,можу РЕ [6 / 8]
2283,мозок,мозок РЕ [36 / 99]
2284,мої,мої РЕ [5 / 7]
2285,мокра,мокра РЕ [4 / 13]
2286,мокрий,мокрий РЕ [7 / 11]
2287,мокро,мокро РЕ [4 / 17]
2288,молитва,молитва РЕ [7 / 7]
2289,молоде,молоде РЕ [2 / 8]
2290,молодець,молодець РЕ [11 / 14]
2291,молоко,молоко РЕ [13 / 22]
2292,момент,момент РЕ [32 / 112]
2293,монах,монах РЕ [8 / 9]
2294,море,море РЕ [49 / 106]
2295,мороз,мороз РЕ [7 / 11]
2296,морозива,морозива РЕ [3 / 8]
2297,морозиво,морозиво РЕ [14 / 41]
2298,москаль,москаль РЕ [7 / 7]
2299,мотор,мотор РЕ [3 / 8]
2300,моя,моя РЕ [41 / 116]
2301,мрії,мрії РЕ [21 / 44]
2302,мрію,мрію РЕ [15 / 24]
2303,мряка,мряка РЕ [5 / 8]
2304,мудра,мудра РЕ [10 / 20]
2305,мудре,мудре РЕ [5 / 7]
2306,мудрий,мудрий РЕ [15 / 54]
2307,мудрим,мудрим РЕ [6 / 12]
2308,мудрість,мудрість РЕ [27 / 55]
2309,мудро,мудро РЕ [5 / 9]
2310,мужній,мужній РЕ [11 / 25]
2311,мужність,мужність РЕ [15 / 45]
2312,мужчина,мужчина РЕ [18 / 35]
2313,музика,музика РЕ [50 / 176]
2314,музикою,музикою РЕ [2 / 10]
2315,музику,музику РЕ [8 / 99]
2316,мука,мука РЕ [17 / 26]
2317,муки,муки РЕ [9 / 31]
2318,мучитись,мучитись РЕ [6 / 8]
2319,м’який,м’який РЕ [4 / 7]
2320,м’ясо,м’ясо РЕ [12 / 35]
2321,м’яч,м’яч РЕ [9 / 9]
2322,на,на РЕ [7 / 9]
2323,на брата,на брата РЕ [3 / 8]
2324,на вигляд,на вигляд РЕ [9 / 11]
2325,на все,на все РЕ [10 / 41]
2326,на все життя,на все життя РЕ [8 / 8]
2327,на всіх,на всіх РЕ [8 / 12]
2328,на вулиці,на вулиці РЕ [15 / 18]
2329,на вчинок,на вчинок РЕ [4 / 14]
2330,на допомогу,на допомогу РЕ [6 / 88]
2331,на друга,на друга РЕ [10 / 17]
2332,на душі,на душі РЕ [9 / 19]
2333,на екзамені,на екзамені РЕ [5 / 9]
2334,на життя,на життя РЕ [5 / 8]
2335,на запитання,на запитання РЕ [3 / 49]
2336,на зборах,на зборах РЕ [3 / 12]
2337,на ім’я,на ім’я РЕ [5 / 11]
2338,на картах,на картах РЕ [1 / 19]
2339,на когось,на когось РЕ [25 / 149]
2340,на людей,на людей РЕ [7 / 10]
2341,на машині,на машині РЕ [3 / 12]
2342,на мить,на мить РЕ [5 / 7]
2343,на небі,на небі РЕ [11 / 31]
2344,на небо,на небо РЕ [4 / 14]
2345,на нерви,на нерви РЕ [1 / 9]
2346,на ноги,на ноги РЕ [2 / 24]
2347,на обличчі,на обличчі РЕ [7 / 9]
2348,на очах,на очах РЕ [12 / 37]
2349,на пари,на пари РЕ [4 / 10]
2350,на парі,на парі РЕ [12 / 14]
2351,на питання,на питання РЕ [4 / 37]
2352,на подвиг,на подвиг РЕ [4 / 8]
2353,на поміч,на поміч РЕ [3 / 8]
2354,на роботі,на роботі РЕ [11 / 20]
2355,на самоті,на самоті РЕ [6 / 30]
2356,на світ,на світ РЕ [7 / 13]
2357,на себе,на себе РЕ [18 / 66]
2358,на слово,на слово РЕ [3 / 14]
2359,на смак,на смак РЕ [3 / 10]
2360,на собі,на собі РЕ [3 / 7]
2361,на сонці,на сонці РЕ [9 / 13]
2362,на уроці,на уроці РЕ [4 / 8]
2363,на шиї,на шиї РЕ [1 / 8]
2364,на щось,на щось РЕ [16 / 36]
2365,набридло,набридло РЕ [7 / 7]
2366,навантаження,навантаження РЕ [4 / 34]
2367,наввипередки,наввипередки РЕ [5 / 11]
2368,навіки,навіки РЕ [14 / 25]
2369,навіщо,навіщо РЕ [24 / 26]
2370,навколо,навколо РЕ [9 / 22]
2371,навкруги,навкруги РЕ [6 / 8]
2372,навпростець,навпростець РЕ [5 / 7]
2373,навчання,навчання РЕ [72 / 133]
2374,наглість,наглість РЕ [8 / 13]
2375,нагода,нагода РЕ [4 / 9]
2376,нагорода,нагорода РЕ [7 / 9]
2377,над життям,над життям РЕ [2 / 7]
2378,над кимось,над кимось РЕ [11 / 18]
2379,над собою,над собою РЕ [7 / 14]
2380,над чимось,над чимось РЕ [14 / 31]
2381,надворі,надворі РЕ [14 / 50]
2382,надзвичайний,надзвичайний РЕ [6 / 9]
2383,надії,надії РЕ [6 / 54]
2384,надійний,надійний РЕ [8 / 9]
2385,надійність,надійність РЕ [15 / 19]
2386,надію,надію РЕ [8 / 24]
2387,надія,надія РЕ [45 / 103]
2388,надіятись,надіятись РЕ [4 / 8]
2389,надіятися,надіятися РЕ [11 / 15]
2390,надмірна,надмірна РЕ [5 / 8]
2391,надовго,надовго РЕ [15 / 26]
2392,назавжди,назавжди РЕ [52 / 80]
2393,найгірше,найгірше РЕ [6 / 8]
2394,найдорожча,найдорожча РЕ [2 / 7]
2395,найкраща,найкраща РЕ [6 / 9]
2396,найкраще,найкраще РЕ [15 / 25]
2397,найкращий,найкращий РЕ [17 / 26]
2398,наклеп,наклеп РЕ [11 / 16]
2399,наляканий,наляканий РЕ [4 / 9]
2400,намір,намір РЕ [15 / 16]
2401,наодинці,наодинці РЕ [8 / 21]
2402,напад,напад РЕ [6 / 10]
2403,написати,написати РЕ [9 / 13]
2404,напитися,напитися РЕ [7 / 7]
2405,напій,напій РЕ [6 / 9]
2406,наполеглива,наполеглива РЕ [4 / 15]
2407,наполегливий,наполегливий РЕ [6 / 12]
2408,наполегливість,наполегливість РЕ [11 / 11]
2409,наполегливо,наполегливо РЕ [4 / 13]
2410,направо,направо РЕ [1 / 21]
2411,напруження,напруження РЕ [8 / 9]
2412,напрям,напрям РЕ [5 / 9]
2413,напрямок,напрямок РЕ [8 / 14]
2414,нарада,нарада РЕ [2 / 8]
2415,наречена,наречена РЕ [5 / 16]
2416,наречений,наречений РЕ [4 / 7]
2417,нарешті,нарешті РЕ [14 / 19]
2418,наркоман,наркоман РЕ [6 / 12]
2419,наркотик,наркотик РЕ [5 / 10]
2420,наркотики,наркотики РЕ [6 / 33]
2421,народження,народження РЕ [11 / 17]
2422,народна,народна РЕ [7 / 22]
2423,народне,народне РЕ [3 / 21]
2424,народу,народу РЕ [12 / 19]
2425,населення,населення РЕ [9 / 14]
2426,насолода,насолода РЕ [16 / 19]
2427,насолоду,насолоду РЕ [4 / 7]
2428,настрій,настрій РЕ [70 / 203]
2429,Наталя,Наталя РЕ [15 / 19]
2430,натиск,натиск РЕ [5 / 10]
2431,натовп,натовп РЕ [12 / 19]
2432,натхнення,натхнення РЕ [6 / 7]
2433,наука,наука РЕ [34 / 51]
2434,науковий,науковий РЕ [3 / 8]
2435,наукою,наукою РЕ [3 / 8]
2436,нація,нація РЕ [11 / 35]
2437,начальник,начальник РЕ [24 / 60]
2438,наш,наш РЕ [11 / 18]
2439,наша,наша РЕ [19 / 30]
2440,наше,наше РЕ [12 / 13]
2441,нащо,нащо РЕ [8 / 8]
2442,не буває,не буває РЕ [18 / 22]
2443,не буде,не буде РЕ [7 / 7]
2444,не бути,не бути РЕ [4 / 7]
2445,не варто,не варто РЕ [35 / 49]
2446,не виконувати,не виконувати РЕ [4 / 7]
2447,не вистачає,не вистачає РЕ [4 / 8]
2448,не вистачати,не вистачати РЕ [2 / 11]
2449,не вірити,не вірити РЕ [7 / 10]
2450,не вірю,не вірю РЕ [7 / 8]
2451,не все,не все РЕ [5 / 7]
2452,не говорити,не говорити РЕ [7 / 22]
2453,не горобець,не горобець РЕ [1 / 7]
2454,не добре,не добре РЕ [13 / 14]
2455,не дуже,не дуже РЕ [15 / 17]
2456,не забувати,не забувати РЕ [3 / 8]
2457,не забути,не забути РЕ [8 / 11]
2458,не завжди,не завжди РЕ [23 / 27]
2459,не зараз,не зараз РЕ [4 / 7]
2460,не знаю,не знаю РЕ [32 / 37]
2461,не знати,не знати РЕ [12 / 19]
2462,не існує,не існує РЕ [7 / 8]
2463,не любити,не любити РЕ [8 / 21]
2464,не люблю,не люблю РЕ [14 / 15]
2465,не мати,не мати РЕ [3 / 7]
2466,не можна,не можна РЕ [25 / 42]
2467,не на жарт,не на жарт РЕ [6 / 9]
2468,не радість,не радість РЕ [2 / 32]
2469,не робити,не робити РЕ [7 / 9]
2470,не розуміти,не розуміти РЕ [5 / 7]
2471,не розумний,не розумний РЕ [3 / 8]
2472,не свій,не свій РЕ [2 / 9]
2473,не треба,не треба РЕ [44 / 54]
2474,не хотіти,не хотіти РЕ [10 / 29]
2475,не хочеться,не хочеться РЕ [8 / 8]
2476,не хочу,не хочу РЕ [32 / 47]
2477,не я,не я РЕ [12 / 12]
2478,неба,неба РЕ [6 / 24]
2479,небажаний,небажаний РЕ [4 / 8]
2480,небажання,небажання РЕ [4 / 7]
2481,небажано,небажано РЕ [7 / 14]
2482,небезпека,небезпека РЕ [32 / 43]
2483,небезпеку,небезпеку РЕ [7 / 11]
2484,небеса,небеса РЕ [4 / 7]
2485,небесна,небесна РЕ [4 / 15]
2486,небокрай,небокрай РЕ [8 / 12]
2487,небуття,небуття РЕ [3 / 8]
2488,неважливо,неважливо РЕ [6 / 8]
2489,невдалий,невдалий РЕ [6 / 7]
2490,невдаха,невдаха РЕ [3 / 10]
2491,невдача,невдача РЕ [28 / 34]
2492,невдачі,невдачі РЕ [7 / 8]
2493,невдачу,невдачу РЕ [3 / 7]
2494,невеселий,невеселий РЕ [2 / 7]
2495,невесело,невесело РЕ [4 / 7]
2496,невизначеність,невизначеність РЕ [13 / 15]
2497,невинність,невинність РЕ [5 / 7]
2498,невідоме,невідоме РЕ [25 / 41]
2499,невідомість,невідомість РЕ [17 / 19]
2500,невідомого,невідомого РЕ [4 / 7]
2501,неволя,неволя РЕ [19 / 63]
